Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,2017-12-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Aruba,ABW,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Afghanistan,AFG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,0.015516421701052,0.034793507927377,0.029173198006158,0.060149909958398,0.065226886188248,0.058458995235713,,,,,,,,,,,,,,,,,,,,0.016272106283575,0.010029386249079,0.010272373498326,0.011787505434739,0.014161210550098,0.005314479740595,0.004146807270661,0.005297604898069,0.002241290739869,0.002378188972694,0.003230745958184,0.105067665546974,0.09593668176156,0.083542167028572,0.03767703818537,,
Angola,AGO,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,20.484591159832,10.6694474829187,22.9063829224118,23.0371242188586,24.9108283409869,35.0159590653107,17.2985568451101,44.0817706778269,40.3245358950514,49.830425954418,47.6689087634221,45.4011938093393,40.7970414005594,23.3984724876732,47.4104229623197,60.4517382199557,44.0978371152307,37.0953027248157,35.1454758602665,44.3121441174808,59.2069500103683,53.585561504884,50.8320654644285,57.5919692162094,27.6490202213272,38.6186267276615,44.117065207677,41.1534477131271,34.5081669401148,27.1591914546535,10.7339765883175,,
Albania,ALB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,14.3643186492308,13.4477098167736,4.38775419522696,6.55270616699778,4.24588634887064,5.922755719758,7.2767989945276,3.95453667529721,3.80501264640316,2.19943171288744,1.29446958489098,1.01912098492741,0.984573853288986,1.06924395224048,0.136039483284248,0.405608383170971,0.914881888309388,0.622823682809112,0.654590548859491,0.650580487206376,0.488093256954193,0.842589086244412,1.16924390598883,0.8840895840028,1.06987433227152,0.751034891000837,1.5303675714844,2.74492740133179,3.0792710989919,3.23558362640676,3.12152764428757,1.38544250890478,,
Andorra,AND,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arab World,ARB,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.071225319613929,0.061192255566238,0.107593488542118,0.338086655532575,30.0009865455799,24.1395022956324,26.0566403034292,26.1297039674937,24.0592952761035,55.0701191467234,46.1798658825156,30.8072911480187,20.4695811837367,20.6857771628204,20.3612840092436,17.9106585141211,9.74050403621903,13.6864777266022,12.5332784187993,19.5178354874924,21.1119059196771,16.3833926830449,17.0444199080327,16.2965075814351,14.3900812720429,15.2379175357384,18.5942424436182,15.8181686992106,9.42602922822508,13.5714679647868,22.771620503495,18.0803464474044,17.7779087855004,21.0489282350677,26.5388640155241,33.1947534338899,33.6364794829551,30.5959600999506,34.4609607944798,21.1227065375184,26.0294600939812,31.5135259193155,29.6192859719687,27.2260801636319,24.4074965444497,13.6762674666256,,
United Arab Emirates,ARE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,24.0260061856006,27.1781387924947,23.938983192862,23.5210128360158,51.1252044559588,38.6048282166879,27.1424647614058,18.275596284021,19.5364931470356,20.3186364583874,18.4271321944313,11.7137671637433,17.8890638157214,15.2966681432345,23.9889971440131,31.6959294622753,20.10616984402,20.0909210352822,17.1049893759695,13.8307817456161,13.644712393559,16.6633702730558,13.9083241740618,7.98281826164919,10.7869608625775,18.0493335214596,13.3338108878072,12.1883996108738,15.1165093459702,17.9783387308115,21.1020746361244,23.2744446688073,21.1627421443296,24.1818938145424,15.7585348251807,20.177806945033,24.8332546889989,24.837268154531,24.0440339393163,21.3698279637729,11.2058363944577,,
Argentina,ARG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.000141978108998,0.000624691952441,0.00067311813635,0.00408433942111,1.06633324477076,1.37976153557623,1.65298093280973,1.42302654530938,1.43914147976772,4.27846101229095,5.26005147745714,4.26075770767607,2.23917373666248,2.52301006068267,3.07054462270303,2.57384833949334,0.65736088237089,1.24372015978995,0.78281987810338,2.28100555141761,1.91268053222452,0.739754436867406,0.770514881159945,0.767267594330739,0.726567931121544,0.889535274977493,1.24025048662972,1.03175669191729,0.435855390195356,0.920242766672519,1.79400868906986,1.34481780205193,3.88139253211587,3.44183555056471,3.47170510064211,4.22367432364308,4.22709763660241,3.38610303079657,3.64640716604488,1.84305113982514,2.12950178914464,2.5823575002976,2.27304851069156,2.02088160144815,2.0081388144293,0.605898355563267,,
Armenia,ARM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
American Samoa,ASM,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Antigua and Barbuda,ATG,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Australia,AUS,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,0.065902820876751,0.126581470161882,0.286278146225756,1.1517283644882,1.13745687300991,1.17413445507852,1.3293219161126,1.23714754669861,2.78187861589944,2.65080159558713,1.68130853122185,0.862091744756874,1.19503556216588,1.40284731464116,1.76654654520955,0.839474753932404,1.21416120484901,0.7247510058768,0.747856095163983,1.13449726848556,0.601281212246016,0.58420096751542,0.572151972832593,0.46059143532011,0.471991202699698,0.483842492744298,0.391001266773296,0.232671497897705,0.305906918446034,0.863126744737264,0.71638149641266,0.81069421052457,0.775742875966664,0.711107155027003,0.865826640693169,0.840403021422887,0.850666770552889,0.900702525566347,0.50091744872931,0.691316553031657,0.829303240543521,0.652264890179726,0.4976116139451,0.441261860704866,0.152220963157853,,
Austria,AUT,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,0.002707025102677,0.003706960706465,0.003414812116154,0.003756745926709,0.173391413280599,0.143862635768135,0.159246042618328,0.142210697634284,0.114020026274142,0.244482759792141,0.264375610569929,0.231867149795568,0.172994671830153,0.183762804127893,0.172863283010397,0.157414447419386,0.043714673071385,0.053967751296007,0.04121388504933,0.065532834839867,0.070131895481207,0.036311893840152,0.030199942799303,0.028474365355844,0.024128389549959,0.023755894322694,0.031985905191141,0.025140223438393,0.005539698738693,0.021251198502825,0.056588333988834,0.041408955661726,0.040501418965768,0.037768277712346,0.045007774322959,0.061080186001192,0.069993248066883,0.063902934316741,0.078583570812321,0.042797368560175,0.063475269023179,0.084522534293533,0.084211863961806,0.082387413990186,0.070650927615068,0.034312482339378,,
Azerbaijan,AZE,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.1851017641385,6.26071762686043,9.95138250579661,11.3988390661763,11.5614169484822,13.4646433288474,17.8081988042539,15.1506990755605,3.00830585302988,14.6679932740424,32.3468815510034,22.8891899021097,22.4711356232666,24.3864669563398,26.8088921769981,36.7850749278227,41.7140640398282,36.6110564293678,34.6728813606149,23.2732773284622,28.9975955934107,32.6686061627762,28.4285925386973,23.564907161485,19.4307019638447,11.0397967716273,,
Burundi,BDI,Oil rents (% of GDP),NY.GDP.PETR.RT.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
